,Player,Team,Age,Position,Score Type,Stoke Score,xG per 90 Percentile,Goals per 90 Percentile,Shots per 90 Percentile,Touches in box per 90 Percentile,xA per 90 Percentile,Aerial duels per 90 Percentile,xG per 90 Percentile (W),Goals per 90 Percentile (W),Shots per 90 Percentile (W),xA per 90 Percentile (W),Dribbles per 90 Percentile (W),Progressive runs per 90 Percentile (W),Passes to penalty area per 90 Percentile,xG per 90 Percentile (CAM),Goals per 90 Percentile (CAM),Shots per 90 Percentile (CAM),xA per 90 Percentile (CAM),League,Unnamed: 0
180,M. Valoti,Pisa,30.0,"AMF, CF, LCMF",Attacking Midfield,56.14,,,,,,,,,,,,,,95.0,97.0,93.0,20.0,Italian Serie B,180.0
181,M. Marras,Cosenza,30.0,"RW, RAMF",Attacking Midfield,56.04,,,,,,,,,,,,,,7.0,43.0,11.0,44.0,Italian Serie B,181.0
182,S. Esposito,Sampdoria,21.0,"CF, AMF",Attacking Midfield,55.09,,,,,,,,,,,,,,68.0,82.0,100.0,66.0,Italian Serie B,182.0
183,M. Chajia,Como,25.0,"LAMF, LW, AMF",Attacking Midfield,55.05,,,,,,,,,,,,,,58.0,13.0,84.0,89.0,Italian Serie B,183.0
184,A. Vita,Cittadella,30.0,"RCMF, AMF",Attacking Midfield,54.49,,,,,,,,,,,,,,17.0,58.0,29.0,73.0,Italian Serie B,184.0
185,F. Di Mariano,Palermo,27.0,"RWF, RAMF, LWF",Attacking Midfield,54.45,,,,,,,,,,,,,,17.0,13.0,5.0,98.0,Italian Serie B,185.0
186,L. Tremolada,Modena,32.0,"AMF, CF",Attacking Midfield,53.5,,,,,,,,,,,,,,68.0,48.0,80.0,78.0,Italian Serie B,186.0
187,C. Cassano,Cittadella,20.0,"AMF, CF",Attacking Midfield,52.89,,,,,,,,,,,,,,35.0,66.0,62.0,37.0,Italian Serie B,187.0
188,A. Benedyczak,Parma,23.0,"LAMF, LW, CF",Attacking Midfield,50.14,,,,,,,,,,,,,,97.0,98.0,64.0,17.0,Italian Serie B,188.0
189,A. Arena,Pisa,23.0,"AMF, CF, RW",Attacking Midfield,49.41,,,,,,,,,,,,,,51.0,35.0,52.0,57.0,Italian Serie B,189.0
190,F. Borini,Sampdoria,32.0,"CF, AMF, LWF",Attacking Midfield,48.13,,,,,,,,,,,,,,100.0,94.0,82.0,49.0,Italian Serie B,190.0
191,A. Partipilo,Parma,29.0,"RW, RAMF",Attacking Midfield,47.7,,,,,,,,,,,,,,80.0,92.0,57.0,29.0,Italian Serie B,191.0
192,J. Manconi,Modena,29.0,"CF, AMF, LWF",Attacking Midfield,46.93,,,,,,,,,,,,,,62.0,62.0,97.0,57.0,Italian Serie B,192.0
193,V. Verre,Sampdoria,30.0,"AMF, LCMF",Attacking Midfield,45.95,,,,,,,,,,,,,,39.0,13.0,68.0,83.0,Italian Serie B,193.0
194,G. Olzer,Brescia,22.0,"AMF, CF",Attacking Midfield,44.4,,,,,,,,,,,,,,51.0,13.0,73.0,78.0,Italian Serie B,194.0
195,M. Portanova,Reggiana,23.0,"RCMF, RWB, AMF",Attacking Midfield,44.08,,,,,,,,,,,,,,30.0,35.0,38.0,37.0,Italian Serie B,195.0
196,Pablo Rodríguez,Ascoli,22.0,"CF, LWF, AMF",Attacking Midfield,42.78,,,,,,,,,,,,,,68.0,39.0,29.0,42.0,Italian Serie B,196.0
197,L. Henderson,Palermo,27.0,"AMF, RCMF",Attacking Midfield,42.34,,,,,,,,,,,,,,11.0,33.0,39.0,97.0,Italian Serie B,197.0
198,F. Melegoni,Reggiana,24.0,"LWF, LW, AMF",Attacking Midfield,41.98,,,,,,,,,,,,,,51.0,43.0,23.0,66.0,Italian Serie B,198.0
199,T. Biasci,Catanzaro,29.0,"CF, LWF, AMF",Attacking Midfield,40.5,,,,,,,,,,,,,,92.0,90.0,68.0,29.0,Italian Serie B,199.0
200,L. Mancuso,Palermo,31.0,"LAMF, LWF, CF",Attacking Midfield,39.57,,,,,,,,,,,,,,89.0,87.0,95.0,66.0,Italian Serie B,200.0
201,S. Sohm,Parma,22.0,"AMF, LCMF, LDMF",Attacking Midfield,39.21,,,,,,,,,,,,,,33.0,13.0,13.0,49.0,Italian Serie B,201.0
202,B. Bjarkason,Venezia,23.0,"RCMF, RW, RAMF",Attacking Midfield,38.28,,,,,,,,,,,,,,39.0,39.0,44.0,37.0,Italian Serie B,202.0
203,S. Żurkowski,Spezia,26.0,"AMF, RCMF, CF",Attacking Midfield,37.95,,,,,,,,,,,,,,11.0,13.0,25.0,66.0,Italian Serie B,203.0
204,S. Mazzocchi,Cosenza,25.0,"LW, AMF, LAMF",Attacking Midfield,37.56,,,,,,,,,,,,,,78.0,54.0,61.0,17.0,Italian Serie B,204.0
205,B. Bjarnason,Brescia,35.0,"AMF, CF, LCMF",Attacking Midfield,36.79,,,,,,,,,,,,,,44.0,71.0,26.0,42.0,Italian Serie B,205.0
206,E. Duca,Modena,26.0,"LCMF, RCMF, AMF",Attacking Midfield,36.77,,,,,,,,,,,,,,25.0,64.0,48.0,8.0,Italian Serie B,206.0
207,J. Antiste,Reggiana,21.0,"RWF, CF, AMF",Attacking Midfield,36.45,,,,,,,,,,,,,,62.0,71.0,36.0,14.0,Italian Serie B,207.0
208,M. Antonucci,Cosenza,24.0,"CF, LWF, AMF",Attacking Midfield,36.2,,,,,,,,,,,,,,68.0,28.0,66.0,20.0,Italian Serie B,208.0
209,G. Manzari,FeralpiSalò,23.0,"AMF, CF",Attacking Midfield,35.7,,,,,,,,,,,,,,78.0,48.0,73.0,37.0,Italian Serie B,209.0
210,E. Vignato,Salernitana,23.0,"LW, AMF, LAMF",Attacking Midfield,35.05,,,,,,,,,,,,,,39.0,13.0,49.0,89.0,Italian Serie B,210.0
211,A. Iovine,Como,33.0,"RWB, RAMF, RB",Attacking Midfield,32.9,,,,,,,,,,,,,,17.0,13.0,8.0,78.0,Italian Serie B,211.0
212,V. Mastrantonio,Cittadella,24.0,"LCMF, AMF",Attacking Midfield,31.85,,,,,,,,,,,,,,35.0,13.0,43.0,83.0,Italian Serie B,212.0
213,M. Aramu,Bari,28.0,"RWF, AMF",Attacking Midfield,28.13,,,,,,,,,,,,,,30.0,13.0,46.0,66.0,Italian Serie B,213.0
214,A. Florenzi,Cosenza,21.0,"LAMF, LCMF, LW",Attacking Midfield,26.39,,,,,,,,,,,,,,30.0,13.0,15.0,29.0,Italian Serie B,214.0
215,J. Mlakar,Pisa,25.0,"CF, LAMF",Attacking Midfield,24.42,,,,,,,,,,,,,,51.0,52.0,7.0,24.0,Italian Serie B,215.0
216,A. Tessiore,Cittadella,24.0,"AMF, CF",Attacking Midfield,24.27,,,,,,,,,,,,,,17.0,13.0,20.0,57.0,Italian Serie B,216.0
217,F. Forte,Cosenza,30.0,"CF, AMF",Attacking Midfield,23.18,,,,,,,,,,,,,,93.0,43.0,85.0,8.0,Italian Serie B,217.0
218,I. Voca,Cosenza,26.0,"AMF, LCMF",Attacking Midfield,21.36,,,,,,,,,,,,,,25.0,68.0,16.0,2.0,Italian Serie B,218.0
219,T. Milanese,Ascoli,21.0,"LCMF, LAMF, RCMF",Attacking Midfield,20.27,,,,,,,,,,,,,,7.0,13.0,41.0,8.0,Italian Serie B,219.0
220,G. Piccinini,Pisa,22.0,"RCMF, AMF, LCMF",Attacking Midfield,20.19,,,,,,,,,,,,,,17.0,30.0,21.0,33.0,Italian Serie B,220.0
221,A. Vasić,Palermo,21.0,"RCMF, AMF, RW",Attacking Midfield,20.15,,,,,,,,,,,,,,58.0,13.0,34.0,14.0,Italian Serie B,221.0
222,M. Coulibaly,Palermo,24.0,"AMF, LCMF, LDMF",Attacking Midfield,17.83,,,,,,,,,,,,,,17.0,48.0,2.0,2.0,Italian Serie B,222.0
223,D. Baselli,Como,31.0,"LDMF, LCMF, AMF",Attacking Midfield,17.78,,,,,,,,,,,,,,2.0,13.0,3.0,8.0,Italian Serie B,223.0
224,M. Bertagnoli,Brescia,24.0,"RCMF, LCMF, LAMF",Attacking Midfield,16.45,,,,,,,,,,,,,,3.0,30.0,10.0,8.0,Italian Serie B,224.0
0,E. Zahavi,Maccabi Tel Aviv,36.0,CF,Striker,76.64,98.0,86.0,100.0,94.0,88.0,41.0,,,,,,,,,,,,Israeli Premier League,0.0
1,D. David,Maccabi Haifa,27.0,CF,Striker,71.31,96.0,100.0,96.0,96.0,79.0,53.0,,,,,,,,,,,,Israeli Premier League,1.0
2,F. Pierrot,Maccabi Haifa,28.0,CF,Striker,69.95,100.0,98.0,94.0,98.0,59.0,76.0,,,,,,,,,,,,Israeli Premier League,2.0
3,G. Melamed,Hapoel Haifa,31.0,CF,Striker,68.35,94.0,90.0,71.0,59.0,68.0,64.0,,,,,,,,,,,,Israeli Premier League,3.0
4,E. Madmon,Hapoel Hadera,20.0,"CF, LAMF",Striker,61.21,67.0,88.0,92.0,40.0,65.0,57.0,,,,,,,,,,,,Israeli Premier League,4.0
5,D. Turgeman,Maccabi Tel Aviv,20.0,"CF, LWF, RWF",Striker,58.28,90.0,92.0,90.0,100.0,27.0,47.0,,,,,,,,,,,,Israeli Premier League,5.0
6,A. Mahamid,Maccabi Petah Tikva,25.0,"CF, RWF",Striker,56.66,86.0,96.0,86.0,69.0,90.0,78.0,,,,,,,,,,,,Israeli Premier League,6.0
7,Y. Shua,Beitar Jerusalem,24.0,"LAMF, LW, CF",Striker,56.56,63.0,78.0,63.0,17.0,98.0,4.0,,,,,,,,,,,,Israeli Premier League,7.0
8,R. Hatuel,Hapoel Be'er Sheva,25.0,"CF, LAMF",Striker,55.03,88.0,94.0,88.0,88.0,38.0,10.0,,,,,,,,,,,,Israeli Premier League,8.0
9,I. Giorno,Maccabi Petah Tikva,19.0,"CF, LW, LWF",Striker,51.06,63.0,52.0,76.0,71.0,27.0,91.0,,,,,,,,,,,,Israeli Premier League,9.0
10,D. Hugi,Bnei Sakhnin,28.0,CF,Striker,49.96,57.0,46.0,67.0,45.0,82.0,43.0,,,,,,,,,,,,Israeli Premier League,10.0
11,A. Turgeman,Hapoel Be'er Sheva,32.0,CF,Striker,49.76,73.0,83.0,78.0,82.0,38.0,45.0,,,,,,,,,,,,Israeli Premier League,11.0
12,M. George,Beitar Jerusalem,30.0,CF,Striker,48.94,82.0,80.0,73.0,73.0,38.0,67.0,,,,,,,,,,,,Israeli Premier League,12.0
13,M. Kamara,Hapoel Haifa,26.0,"LW, LAMF, CF",Striker,48.89,57.0,62.0,84.0,65.0,38.0,51.0,,,,,,,,,,,,Israeli Premier League,13.0
14,S. Azulay,Maccabi Bnei Raina,34.0,"LW, CF, LAMF",Striker,48.51,36.0,74.0,22.0,27.0,96.0,37.0,,,,,,,,,,,,Israeli Premier League,14.0
15,A. Ožbolt,Hapoel Tel Aviv,27.0,CF,Striker,47.16,82.0,69.0,65.0,76.0,27.0,20.0,,,,,,,,,,,,Israeli Premier League,15.0
16,O. Altman,Hapoel Tel Aviv,29.0,"CF, RWF, AMF",Striker,46.96,70.0,74.0,57.0,14.0,49.0,84.0,,,,,,,,,,,,Israeli Premier League,16.0
17,M. Tchibota,Hapoel Tel Aviv,27.0,"CF, RAMF, LAMF",Striker,46.23,36.0,65.0,50.0,86.0,85.0,8.0,,,,,,,,,,,,Israeli Premier League,17.0
18,T. Chery,NEC,35.0,"AMF, RCMF, CF",Striker,45.85,53.0,21.0,98.0,47.0,100.0,2.0,,,,,,,,,,,,Israeli Premier League,18.0
19,I. Shviro,Maccabi Netanya,25.0,CF,Striker,43.61,78.0,43.0,31.0,84.0,79.0,33.0,,,,,,,,,,,,Israeli Premier League,19.0
20,A. Sefer,Hapoel Be'er Sheva,23.0,"AMF, RAMF, CF",Striker,43.35,8.0,62.0,80.0,10.0,94.0,6.0,,,,,,,,,,,,Israeli Premier League,20.0
21,F. Friday,Beitar Jerusalem,28.0,CF,Striker,41.73,82.0,35.0,69.0,78.0,19.0,33.0,,,,,,,,,,,,Israeli Premier League,21.0
22,J. Duin,Hapoel Jerusalem,25.0,CF,Striker,40.37,48.0,52.0,13.0,67.0,49.0,91.0,,,,,,,,,,,,Israeli Premier League,22.0
23,M. Koszta,Maccabi Bnei Raina,27.0,"CF, AMF",Striker,39.69,36.0,35.0,35.0,43.0,59.0,80.0,,,,,,,,,,,,Israeli Premier League,23.0
24,R. Abrgil,Ashdod U19,20.0,CF,Striker,39.45,92.0,83.0,59.0,22.0,4.0,61.0,,,,,,,,,,,,Israeli Premier League,24.0
25,O. Biton,Hapoel Jerusalem,24.0,"AMF, CF, LCMF",Striker,38.99,29.0,55.0,43.0,35.0,73.0,28.0,,,,,,,,,,,,Israeli Premier League,25.0
26,K. Ganem,Maccabi Bnei Raina,26.0,CF,Striker,35.73,36.0,16.0,54.0,52.0,59.0,88.0,,,,,,,,,,,,Israeli Premier League,26.0
27,E. Mamatah,Ashdod,22.0,CF,Striker,35.17,57.0,46.0,45.0,40.0,27.0,94.0,,,,,,,,,,,,Israeli Premier League,27.0
28,S. Bilenkyi,Maccabi Netanya,25.0,"CF, RWF",Striker,34.62,36.0,14.0,13.0,80.0,59.0,59.0,,,,,,,,,,,,Israeli Premier League,28.0
29,S. Guindo,Maccabi Petah Tikva,27.0,CF,Striker,34.47,63.0,57.0,10.0,30.0,16.0,96.0,,,,,,,,,,,,Israeli Premier League,29.0
30,I. Zlatanović,Maccabi Netanya,26.0,"CF, LWF, AMF",Striker,33.44,70.0,49.0,29.0,63.0,12.0,71.0,,,,,,,,,,,,Israeli Premier League,30.0
31,L. Halaf,Maccabi Bnei Raina,23.0,"CF, AMF, RW",Striker,32.52,44.0,69.0,8.0,37.0,12.0,73.0,,,,,,,,,,,,Israeli Premier League,31.0
32,Capita,Hapoel Jerusalem,22.0,"LW, CF, RW",Striker,32.3,24.0,21.0,47.0,90.0,73.0,33.0,,,,,,,,,,,,Israeli Premier League,32.0
33,S. Gozlan,Hapoel Petah Tikva,29.0,CF,Striker,32.21,76.0,26.0,61.0,57.0,4.0,98.0,,,,,,,,,,,,Israeli Premier League,33.0
34,Y. Stoyanov,Hapoel Be'er Sheva,22.0,"RB, CF, RAMF",Striker,32.18,36.0,35.0,39.0,30.0,59.0,12.0,,,,,,,,,,,,Israeli Premier League,34.0
35,E. Henty,Ashdod,30.0,CF,Striker,30.4,51.0,69.0,27.0,55.0,19.0,49.0,,,,,,,,,,,,Israeli Premier League,35.0
36,I. Shechter,Hapoel Petah Tikva,36.0,CF,Striker,30.37,44.0,26.0,24.0,92.0,38.0,64.0,,,,,,,,,,,,Israeli Premier League,36.0
37,R. Stein,Hapoel Petah Tikva,29.0,"CF, LW, RW",Striker,27.79,20.0,6.0,33.0,52.0,68.0,55.0,,,,,,,,,,,,Israeli Premier League,37.0
38,M. Kna'an,Ashdod,24.0,"CF, AMF, LAMF",Striker,26.86,27.0,30.0,82.0,2.0,73.0,22.0,,,,,,,,,,,,Israeli Premier League,38.0
39,F. Bassey,Hapoel Petah Tikva,25.0,"CF, LW, LAMF",Striker,26.33,15.0,12.0,37.0,20.0,38.0,82.0,,,,,,,,,,,,Israeli Premier League,39.0
40,B. Sahar,Maccabi Petah Tikva,34.0,CF,Striker,25.46,20.0,59.0,41.0,33.0,4.0,86.0,,,,,,,,,,,,Israeli Premier League,40.0
41,B. Khuri,Bnei Sakhnin,20.0,"LW, RW, CF",Striker,24.91,48.0,40.0,54.0,49.0,27.0,16.0,,,,,,,,,,,,Israeli Premier League,41.0
42,C. Don,Hapoel Jerusalem,19.0,"CF, RCMF",Striker,24.6,12.0,40.0,20.0,17.0,49.0,18.0,,,,,,,,,,,,Israeli Premier League,42.0
43,Y. Abuhatzira,Ihud Bnei Shfaram,27.0,CF,Striker,24.2,20.0,30.0,50.0,61.0,8.0,100.0,,,,,,,,,,,,Israeli Premier League,43.0
44,S. Bourard,Hapoel Hadera,27.0,"AMF, CF, LCMF",Striker,20.83,4.0,6.0,16.0,6.0,85.0,14.0,,,,,,,,,,,,Israeli Premier League,44.0
45,Toni Gomes,Hapoel Hadera,25.0,"LAMF, LW, CF",Striker,19.01,15.0,18.0,18.0,24.0,49.0,24.0,,,,,,,,,,,,Israeli Premier League,45.0
46,O. Osher,Hapoel Petah Tikva,23.0,"CF, RB",Striker,19.01,2.0,6.0,2.0,8.0,92.0,28.0,,,,,,,,,,,,Israeli Premier League,46.0
47,N. Gutlib,Hapoel Hadera,22.0,"RAMF, CF, LAMF",Striker,14.81,8.0,6.0,6.0,12.0,49.0,39.0,,,,,,,,,,,,Israeli Premier League,47.0
48,A. Ashta,Hapoel Jerusalem,24.0,"CF, AMF, RCMF",Striker,10.42,8.0,6.0,4.0,4.0,12.0,69.0,,,,,,,,,,,,Israeli Premier League,48.0
49,Y. Shua,Beitar Jerusalem,24.0,"LAMF, LW, CF",Winger,84.26,,,,,,,88.0,93.0,79.0,90.0,61.0,78.0,99.0,,,,,Israeli Premier League,49.0
50,A. Khalaili,Maccabi Haifa,19.0,"RWB, RAMF, RW",Winger,80.69,,,,,,,74.0,74.0,94.0,86.0,93.0,92.0,89.0,,,,,Israeli Premier League,50.0
51,D. Biton,Maccabi Tel Aviv,28.0,"RCMF, RWF, RW",Winger,77.55,,,,,,,93.0,72.0,92.0,99.0,94.0,93.0,96.0,,,,,Israeli Premier League,51.0
52,T. Yosefi,Hapoel Haifa,25.0,"AMF, LCMF, RCMF",Winger,76.8,,,,,,,77.0,85.0,90.0,76.0,76.0,68.0,76.0,,,,,Israeli Premier League,52.0
53,Milson,Maccabi Tel Aviv,24.0,"LWF, LW",Winger,73.64,,,,,,,54.0,78.0,69.0,83.0,100.0,100.0,93.0,,,,,Israeli Premier League,53.0
54,E. Madmon,Hapoel Hadera,20.0,"CF, LAMF",Winger,70.56,,,,,,,91.0,99.0,96.0,37.0,83.0,79.0,34.0,,,,,Israeli Premier League,54.0
55,L. Refaelov,Maccabi Haifa,37.0,"LCMF, LW, AMF",Winger,69.44,,,,,,,85.0,96.0,74.0,90.0,49.0,47.0,69.0,,,,,Israeli Premier League,55.0
56,A. Ganah,Hapoel Be'er Sheva,19.0,"LW, LAMF",Winger,67.73,,,,,,,59.0,64.0,89.0,90.0,97.0,99.0,97.0,,,,,Israeli Premier League,56.0
57,L. Rotman,Maccabi Netanya,27.0,"LWF, LW, LCMF",Winger,67.49,,,,,,,97.0,94.0,97.0,76.0,72.0,71.0,90.0,,,,,Israeli Premier League,57.0
58,H. Layous,Hapoel Tel Aviv,23.0,"LAMF, LW, LCMF",Winger,65.69,,,,,,,49.0,54.0,34.0,69.0,96.0,96.0,46.0,,,,,Israeli Premier League,58.0
59,M. Tchibota,Hapoel Tel Aviv,27.0,"CF, RAMF, LAMF",Winger,63.7,,,,,,,65.0,82.0,68.0,69.0,79.0,57.0,78.0,,,,,Israeli Premier League,59.0
60,O. Davida,Maccabi Tel Aviv,23.0,"RWF, RW",Winger,61.51,,,,,,,100.0,54.0,99.0,78.0,99.0,97.0,92.0,,,,,Israeli Premier League,60.0
61,T. Chery,NEC,35.0,"AMF, RCMF, CF",Winger,61.43,,,,,,,83.0,44.0,100.0,97.0,35.0,49.0,94.0,,,,,Israeli Premier League,61.0
62,I. Hagag,Maccabi Haifa,22.0,"LW, LWB, LAMF",Winger,59.89,,,,,,,80.0,97.0,81.0,100.0,62.0,58.0,88.0,,,,,Israeli Premier League,62.0
63,M. Kamara,Hapoel Haifa,26.0,"LW, LAMF, CF",Winger,58.99,,,,,,,85.0,78.0,88.0,15.0,86.0,81.0,19.0,,,,,Israeli Premier League,63.0
64,G. Badash,Hapoel Be'er Sheva,29.0,"RAMF, RW, RWF",Winger,58.77,,,,,,,56.0,67.0,24.0,93.0,67.0,82.0,82.0,,,,,Israeli Premier League,64.0
65,M. Hozez,Hapoel Jerusalem,27.0,"RW, RAMF, RWF",Winger,58.53,,,,,,,74.0,78.0,51.0,52.0,65.0,75.0,40.0,,,,,Israeli Premier League,65.0
66,F. Vargas,Maccabi Bnei Raina,24.0,"RW, RAMF, LW",Winger,58.26,,,,,,,24.0,41.0,18.0,69.0,88.0,89.0,68.0,,,,,Israeli Premier League,66.0
67,O. Bilu,Maccabi Netanya,23.0,"RWF, RW",Winger,57.17,,,,,,,65.0,34.0,49.0,58.0,78.0,94.0,86.0,,,,,Israeli Premier League,67.0
68,T. Muzi,Beitar Jerusalem,22.0,"RAMF, RW",Winger,56.42,,,,,,,91.0,65.0,65.0,78.0,32.0,51.0,51.0,,,,,Israeli Premier League,68.0
69,A. Sefer,Hapoel Be'er Sheva,23.0,"AMF, RAMF, CF",Winger,55.73,,,,,,,31.0,78.0,85.0,83.0,18.0,50.0,75.0,,,,,Israeli Premier League,69.0
70,A. Yona,Beitar Jerusalem,19.0,"AMF, LCMF",Winger,54.78,,,,,,,52.0,90.0,56.0,44.0,44.0,69.0,34.0,,,,,Israeli Premier League,70.0
71,Z. Ahmed,Bnei Sakhnin,22.0,"LAMF, LW, RW",Winger,54.53,,,,,,,77.0,41.0,58.0,31.0,89.0,88.0,18.0,,,,,Israeli Premier League,71.0
72,S. Azulay,Maccabi Bnei Raina,34.0,"LW, CF, LAMF",Winger,54.48,,,,,,,65.0,88.0,38.0,85.0,18.0,7.0,49.0,,,,,Israeli Premier League,72.0
73,R. Hatuel,Hapoel Be'er Sheva,25.0,"CF, LAMF",Winger,52.71,,,,,,,99.0,100.0,92.0,15.0,51.0,62.0,8.0,,,,,Israeli Premier League,73.0
74,I. Giorno,Maccabi Petah Tikva,19.0,"CF, LW, LWF",Winger,52.2,,,,,,,88.0,72.0,83.0,10.0,64.0,60.0,10.0,,,,,Israeli Premier League,74.0
75,A. Salman,Maccabi Netanya,19.0,"LWF, LW, RWF",Winger,51.71,,,,,,,82.0,47.0,75.0,64.0,92.0,67.0,56.0,,,,,Israeli Premier League,75.0
76,M. Shaker,Bnei Sakhnin,27.0,"RAMF, RW, RWF",Winger,49.05,,,,,,,31.0,62.0,26.0,64.0,37.0,86.0,85.0,,,,,Israeli Premier League,76.0
77,Y. Stoyanov,Hapoel Be'er Sheva,22.0,"RB, CF, RAMF",Winger,47.78,,,,,,,65.0,58.0,62.0,31.0,54.0,34.0,65.0,,,,,Israeli Premier League,77.0
78,A. Păun,Bnei Sakhnin,28.0,"AMF, RCMF",Winger,47.78,,,,,,,71.0,47.0,50.0,52.0,68.0,34.0,28.0,,,,,Israeli Premier League,78.0
79,Capita,Hapoel Jerusalem,22.0,"LW, CF, RW",Winger,47.18,,,,,,,49.0,44.0,67.0,52.0,85.0,90.0,47.0,,,,,Israeli Premier League,79.0
80,I. Vered,Hapoel Petah Tikva,34.0,"RW, RCMF, AMF",Winger,45.07,,,,,,,49.0,51.0,29.0,73.0,24.0,47.0,60.0,,,,,Israeli Premier League,80.0
81,I. Dahan,Hapoel Jerusalem,22.0,"RW, LW, RWF",Winger,44.36,,,,,,,65.0,83.0,76.0,22.0,82.0,72.0,26.0,,,,,Israeli Premier League,81.0
82,J. Botaka,Ashdod,30.0,"LWB, LAMF, LW",Winger,44.09,,,,,,,37.0,49.0,19.0,22.0,71.0,76.0,50.0,,,,,Israeli Premier League,82.0
83,O. Altman,Hapoel Tel Aviv,29.0,"CF, RWF, AMF",Winger,43.44,,,,,,,95.0,88.0,72.0,22.0,26.0,28.0,14.0,,,,,Israeli Premier League,83.0
84,O. Biton,Hapoel Jerusalem,24.0,"AMF, CF, LCMF",Winger,41.95,,,,,,,56.0,74.0,64.0,52.0,10.0,25.0,43.0,,,,,Israeli Premier League,84.0
85,M. Levi,Maccabi Petah Tikva,23.0,"RCMF, AMF, LCMF",Winger,40.21,,,,,,,26.0,34.0,21.0,94.0,37.0,20.0,53.0,,,,,Israeli Premier League,85.0
86,I. Boganim,Hapoel Haifa,22.0,"RAMF, RW",Winger,39.53,,,,,,,24.0,15.0,7.0,31.0,90.0,83.0,39.0,,,,,Israeli Premier League,86.0
87,Felipe Santos,Hapoel Haifa,27.0,"LAMF, RW, LW",Winger,39.26,,,,,,,24.0,34.0,43.0,64.0,40.0,74.0,34.0,,,,,Israeli Premier League,87.0
88,Toni Gomes,Hapoel Hadera,25.0,"LAMF, LW, CF",Winger,39.23,,,,,,,41.0,39.0,36.0,22.0,81.0,85.0,31.0,,,,,Israeli Premier League,88.0
89,L. Halaf,Maccabi Bnei Raina,23.0,"CF, AMF, RW",Winger,38.54,,,,,,,71.0,85.0,28.0,6.0,46.0,29.0,1.0,,,,,Israeli Premier League,89.0
90,O. Roizman,Hapoel Jerusalem,21.0,"LW, LWF, LAMF",Winger,37.38,,,,,,,31.0,49.0,42.0,44.0,75.0,22.0,83.0,,,,,Israeli Premier League,90.0
91,A. Rikan,Hapoel Petah Tikva,35.0,"LCMF, AMF",Winger,36.61,,,,,,,59.0,67.0,82.0,37.0,18.0,14.0,79.0,,,,,Israeli Premier League,91.0
92,O. Senior,Hapoel Tel Aviv,20.0,"RB, RAMF",Winger,36.33,,,,,,,37.0,92.0,34.0,52.0,8.0,24.0,54.0,,,,,Israeli Premier League,92.0
93,H. Vaca,Maccabi Bnei Raina,26.0,RW,Winger,35.88,,,,,,,35.0,15.0,31.0,81.0,69.0,60.0,29.0,,,,,Israeli Premier League,93.0
94,I. Oulad Omar,Hapoel Be'er Sheva,26.0,"LW, LAMF, AMF",Winger,35.77,,,,,,,71.0,15.0,78.0,90.0,30.0,36.0,63.0,,,,,Israeli Premier League,94.0
95,B. Khuri,Bnei Sakhnin,20.0,"LW, RW, CF",Winger,35.16,,,,,,,80.0,62.0,71.0,10.0,60.0,65.0,7.0,,,,,Israeli Premier League,95.0
96,M. Kna'an,Ashdod,24.0,"CF, AMF, LAMF",Winger,34.52,,,,,,,52.0,54.0,86.0,52.0,58.0,10.0,42.0,,,,,Israeli Premier League,96.0
97,F. Bassey,Hapoel Petah Tikva,25.0,"CF, LW, LAMF",Winger,34.26,,,,,,,41.0,31.0,60.0,15.0,56.0,38.0,34.0,,,,,Israeli Premier League,97.0
98,M. Tadisa,Bnei Sakhnin,27.0,"AMF, RCMF",Winger,33.06,,,,,,,4.0,15.0,53.0,96.0,53.0,17.0,100.0,,,,,Israeli Premier League,98.0
99,S. Bourard,Hapoel Hadera,27.0,"AMF, CF, LCMF",Winger,32.11,,,,,,,18.0,15.0,32.0,69.0,22.0,53.0,44.0,,,,,Israeli Premier League,99.0
100,I. Zlatanović,Maccabi Netanya,26.0,"CF, LWF, AMF",Winger,31.39,,,,,,,95.0,69.0,46.0,6.0,21.0,11.0,11.0,,,,,Israeli Premier League,100.0
101,M. Koszta,Maccabi Bnei Raina,27.0,"CF, AMF",Winger,30.32,,,,,,,65.0,58.0,54.0,31.0,3.0,4.0,3.0,,,,,Israeli Premier League,101.0
102,R. Stein,Hapoel Petah Tikva,29.0,"CF, LW, RW",Winger,28.18,,,,,,,45.0,15.0,47.0,44.0,30.0,8.0,67.0,,,,,Israeli Premier League,102.0
103,R. Levy,Ashdod,24.0,"RAMF, RB, RWB",Winger,27.61,,,,,,,10.0,15.0,14.0,37.0,39.0,44.0,56.0,,,,,Israeli Premier League,103.0
104,M. Barshatzki,Bnei Yehuda,27.0,"RCMF, RW, RAMF",Winger,27.2,,,,,,,18.0,15.0,40.0,37.0,50.0,56.0,81.0,,,,,Israeli Premier League,104.0
105,A. Ayias,Bnei Sakhnin,19.0,"RW, LB",Winger,26.38,,,,,,,18.0,58.0,6.0,2.0,74.0,38.0,25.0,,,,,Israeli Premier League,105.0
106,R. Twizer,Hapoel Hadera,24.0,"RAMF, RW",Winger,25.12,,,,,,,45.0,15.0,60.0,22.0,42.0,31.0,61.0,,,,,Israeli Premier League,106.0
